 #    Year No, total mass,               mass(methane),            total volume,             volume(methane),          mean ppbv
           1   5.1326196372827812E+018   4841549436659.0029        2.4391860173703696E+019   29340218915042.449        1202.8692648325962     
           2   5.1328307891156531E+018   4864126633318.7637        2.4381265879875416E+019   28996051506942.379        1189.2758829588115     
           3   5.1324702731935232E+018   4861848445924.6719        2.4399664722957652E+019   29211465105684.902        1197.2076435214221     
           4   5.1336302188180398E+018   4881224258910.8945        2.4403300086197944E+019   29603935786013.496        1213.1119840941897     
           5   5.1330877629834301E+018   4916611545292.2744        2.4404131400417505E+019   29862221510800.602        1223.6543485538566     
           6   5.1328919448222259E+018   4931521852786.7471        2.4445009410497847E+019   29786632339488.715        1218.5158876108644     
           7   5.1327466525389660E+018   4914681679494.6631        2.4419706647165436E+019   30091724979710.660        1232.2721732287318     
           8   5.1331177462773207E+018   4924578693138.9805        2.4454892638784106E+019   30268229697985.805        1237.7167278985339     
           9   5.1328657113884877E+018   4925857633095.0410        2.4451075885466251E+019   30746252836375.188        1257.4601207896458     
          10   5.1328235139291464E+018   4944196315265.8691        2.4392692076819603E+019   30229181820024.598        1239.2720625023351     
